synid,class_name,urls,flickr_urls
n01633406,hellbender,548,141
n01633781,giant salamander,621,235
n01634227,olm,167,11
n01634522,mud puppy,84,6
n01635027,dicamptodon,615,300
n01635176,Pacific giant salamander,365,122
n01635480,olympic salamander,96,9
n01636127,lungless salamander,456,16
n01636352,eastern red-backed salamander,774,280
n01636510,western red-backed salamander,126,18
n01636829,dusky salamander,706,127
n01637112,climbing salamander,175,26
n01637338,arboreal salamander,223,101
n01637615,slender salamander,825,227
n01637932,web-toed salamander,23,0
n01638194,Shasta salamander,103,4
n01638329,limestone salamander,146,57
n01638722,amphiuma,127,24
n01639187,siren,4,1
n01639765,frog,1222,760
n01640846,true frog,1616,778
n01641206,wood-frog,940,584
n01641391,leopard frog,1196,774
n01641577,bullfrog,1192,947
n01641739,green frog,1112,790
n01641930,cascades frog,358,98
n01642097,goliath frog,6,0
n01642257,pickerel frog,867,226
n01642391,tarahumara frog,70,0
n01642539,grass frog,1111,768
n01642943,leptodactylid frog,37,3
n01643255,robber frog,49,0
n01643507,barking frog,600,174
n01643896,crapaud,1336,627
n01644373,tree frog,1225,958
n01644900,tailed frog,1095,169
n01645466,Liopelma hamiltoni,18,0
n01645776,true toad,1293,926
n01646292,bufo,1429,989
n01646388,agua,782,264
n01646555,European toad,1142,752
n01646648,natterjack,1082,499
n01646802,American toad,1104,678
n01646902,Eurasian green toad,863,112
n01647033,American green toad,97,20
n01647180,Yosemite toad,196,15
n01647303,Texas toad,613,331
n01647466,southwestern toad,257,19
n01647640,western toad,948,349
n01648139,obstetrical toad,510,140
n01648356,midwife toad,236,55
n01648620,fire-bellied toad,718,321
n01649170,spadefoot,663,243
n01649412,western spadefoot,280,15
n01649556,southern spadefoot,329,5
n01649726,plains spadefoot,251,17
n01650167,tree toad,1275,1096
n01650690,spring peeper,915,356
n01650901,Pacific tree toad,496,132
n01651059,canyon treefrog,584,395
n01651285,chameleon tree frog,146,8
n01651487,cricket frog,253,94
n01651641,northern cricket frog,264,24
n01651778,eastern cricket frog,396,25
n01652026,chorus frog,1326,677
n01652297,lowland burrowing treefrog,42,1
n01653026,western narrow-mouthed toad,169,17
n01653223,eastern narrow-mouthed toad,468,342
n01653509,sheep frog,17,0
n01653773,tongueless frog,142,3
n01654083,Surinam toad,171,9
n01654637,African clawed frog,629,149
n01654863,South American poison toad,227,9
n01655344,caecilian,377,103
n01661091,reptile,1143,807
n01661592,anapsid,2,0
n01661818,diapsid,1,0
n01662060,Diapsida,150,17
n01662622,chelonian,1455,618
n01662784,turtle,1209,1175
n01663401,sea turtle,1485,1446
n01663782,green turtle,1199,825
n01664065,loggerhead,1208,851
n01664369,ridley,1477,614
n01664492,Atlantic ridley,1001,461
n01664674,Pacific ridley,1121,252
n01664990,hawksbill turtle,1195,827
n01665541,leatherback turtle,969,579
n01665932,snapping turtle,817,647
n01666228,common snapping turtle,1172,661
n01666585,alligator snapping turtle,773,370
n01667114,mud turtle,940,570
n01667432,musk turtle,741,208
n01667778,terrapin,1056,724
n01668091,diamondback terrapin,747,281
n01668436,red-bellied terrapin,615,121
n01668665,slider,1288,1039
n01668892,cooter,1213,439
n01669191,box turtle,1328,1254
n01669372,Western box turtle,1013,79
n01669654,painted turtle,1192,1049
n01670092,tortoise,1221,1202
n01670535,European tortoise,1079,189
n01670802,giant tortoise,1183,1101
n01671125,gopher tortoise,1264,823
n01671479,desert tortoise,1163,847
n01671705,Texas tortoise,356,165
n01672032,soft-shelled turtle,887,314
n01672432,spiny softshell,160,33
n01672611,smooth softshell,168,11
n01673282,tuatara,842,448
n01674216,saurian,142,98
n01674464,lizard,1202,1171
n01674990,gecko,1347,1154
n01675352,flying gecko,328,146
n01675722,banded gecko,679,214
n01676755,iguanid,297,53
n01677366,common iguana,1290,1073
n01677747,marine iguana,1174,1045
n01678043,desert iguana,613,218
n01678343,chuckwalla,1136,568
n01678657,zebra-tailed lizard,142,46
n01679005,fringe-toed lizard,167,80
n01679307,earless lizard,657,232
n01679626,collared lizard,1063,597
n01679962,leopard lizard,1076,835
n01680264,spiny lizard,1092,626
n01680478,fence lizard,1263,919
n01680655,western fence lizard,1054,690
n01680813,eastern fence lizard,726,356
n01680983,sagebrush lizard,407,129
n01681328,side-blotched lizard,1103,660
n01681653,tree lizard,1154,933
n01681940,horned lizard,1139,719
n01682172,Texas horned lizard,703,244
n01682435,basilisk,1064,684
n01682714,American chameleon,999,836
n01683201,worm lizard,145,82
n01683558,night lizard,768,564
n01684133,skink,1246,1193
n01684578,western skink,641,136
n01684741,mountain skink,354,53
n01685439,teiid lizard,14,0
n01685808,whiptail,891,423
n01686044,racerunner,499,190
n01686220,plateau striped whiptail,91,22
n01686403,Chihuahuan spotted whiptail,27,8
n01686609,western whiptail,440,36
n01686808,checkered whiptail,66,24
n01687128,teju,273,74
n01687290,caiman lizard,190,107
n01687665,agamid,755,444
n01687978,agama,1121,766
n01688243,frilled lizard,669,376
n01688961,moloch,230,76
n01689081,mountain devil,1142,644
n01689411,anguid lizard,34,6
n01689811,alligator lizard,902,678
n01690149,blindworm,1131,690
n01690466,glass lizard,453,233
n01691217,legless lizard,610,360
n01691652,Lanthanotus borneensis,80,0
n01691951,venomous lizard,323,155
n01692333,Gila monster,1119,711
n01692523,beaded lizard,640,138
n01692864,lacertid lizard,56,5
n01693175,sand lizard,1148,710
n01693334,green lizard,1242,1227
n01693783,chameleon,1150,691
n01694178,African chameleon,992,297
n01694311,horned chameleon,222,39
n01694709,monitor,1419,1253
n01694955,African monitor,667,148
n01695060,Komodo dragon,1557,1506
n01696633,crocodilian reptile,1537,722
n01697178,crocodile,1322,1300
n01697457,African crocodile,1188,775
n01697611,Asian crocodile,951,343
n01697749,Morlett's crocodile,19,1
n01697978,false gavial,82,21
n01698434,alligator,1347,914
n01698640,American alligator,1262,1176
n01698782,Chinese alligator,704,284
n01699040,caiman,1249,1217
n01699254,spectacled caiman,181,61
n01699675,gavial,724,231
n01701551,armored dinosaur,2,1
n01701859,stegosaur,1065,649
n01702256,ankylosaur,6,2
n01702479,Edmontonia,21,1
n01703011,bone-headed dinosaur,4,0
n01703161,pachycephalosaur,73,18
n01703569,ceratopsian,24,6
n01704103,protoceratops,7,2
n01704323,triceratops,1110,814
n01704626,styracosaur,82,28
n01705010,psittacosaur,3,1
n01705591,ornithopod,3,1
n01705934,hadrosaur,35,11
n01707294,trachodon,1,0
n01708106,saurischian,135,61
n01708998,sauropod,1,0
n01709484,apatosaur,2,1
n01709876,barosaur,113,47
n01710177,diplodocus,285,189
n01711160,argentinosaur,5,0
n01712008,theropod,121,38
n01712752,ceratosaur,202,12
n01713170,coelophysis,1,0
n01713764,tyrannosaur,1268,1167
n01714231,allosaur,218,167
n01715888,ornithomimid,13,0
n01717016,maniraptor,1,1
n01717229,oviraptorid,3,0
n01717467,velociraptor,378,211
n01718096,deinonychus,2,0
n01718414,utahraptor,8,0
n01719403,synapsid,1,0
n01721174,dicynodont,1,0
n01721898,pelycosaur,3,2
n01722670,dimetrodon,48,20
n01722998,pterosaur,157,50
n01723579,pterodactyl,45,28
n01724231,ichthyosaur,1,0
n01724840,ichthyosaurus,75,6
n01725086,stenopterygius,8,0
n01725713,plesiosaur,65,5
n01726203,nothosaur,1,0
n01726692,snake,1289,1234
n01727646,colubrid snake,1117,185
n01728266,hoop snake,8,1
n01728572,thunder snake,809,431
n01728920,ringneck snake,921,519
n01729322,hognose snake,1282,769
n01729672,leaf-nosed snake,132,37
n01729977,green snake,1192,1173
n01730185,smooth green snake,824,247
n01730307,rough green snake,976,408
n01730563,green snake,1252,1117
n01730812,racer,1133,761
n01730960,blacksnake,1068,714
n01731137,blue racer,306,100
n01731277,horseshoe whipsnake,152,19
n01731545,whip-snake,1277,561
n01731764,coachwhip,386,174
n01731941,California whipsnake,524,93
n01732093,Sonoran whipsnake,147,13
n01732244,rat snake,1297,1153
n01732614,corn snake,1210,720
n01732789,black rat snake,1144,754
n01732989,chicken snake,336,181
n01733214,Indian rat snake,272,40
n01733466,glossy snake,653,86
n01733757,bull snake,1296,698
n01733957,gopher snake,1146,778
n01734104,pine snake,1207,486
n01734418,king snake,1042,691
n01734637,common kingsnake,798,86
n01734808,milk snake,1142,535
n01735189,garter snake,1296,977
n01735439,common garter snake,1303,675
n01735577,ribbon snake,1192,524
n01735728,Western ribbon snake,279,48
n01736032,lined snake,128,30
n01736375,ground snake,296,192
n01736796,eastern ground snake,337,12
n01737021,water snake,910,782
n01737472,common water snake,1373,606
n01737728,water moccasin,1000,433
n01737875,grass snake,1130,744
n01738065,viperine grass snake,691,168
n01738306,red-bellied snake,210,123
n01738601,sand snake,662,382
n01738731,banded sand snake,156,6
n01739094,black-headed snake,162,45
n01739381,vine snake,701,421
n01739647,lyre snake,158,21
n01739871,Sonoran lyre snake,10,0
n01740131,night snake,757,480
n01740551,blind snake,1097,572
n01740885,western blind snake,94,6
n01741232,indigo snake,666,170
n01741442,eastern indigo snake,262,16
n01741562,constrictor,1279,1090
n01741943,boa,1214,1048
n01742172,boa constrictor,1148,793
n01742447,rubber boa,402,92
n01742821,rosy boa,1008,286
n01743086,anaconda,1230,659
n01743605,python,1478,1358
n01743936,carpet snake,1175,642
n01744100,reticulated python,1381,561
n01744270,Indian python,739,341
n01744401,rock python,1004,457
n01744555,amethystine python,252,51
n01745125,elapid,599,172
n01745484,coral snake,1028,520
n01745902,eastern coral snake,729,121
n01746191,western coral snake,187,3
n01746359,coral snake,1008,503
n01746952,African coral snake,144,12
n01747285,Australian coral snake,4,2
n01747589,copperhead,1262,893
n01747885,cobra,1030,691
n01748264,Indian cobra,1014,456
n01748389,asp,481,74
n01748686,black-necked cobra,657,195
n01748906,hamadryad,1077,615
n01749244,ringhals,684,144
n01749582,mamba,1017,663
n01749742,black mamba,583,382
n01749939,green mamba,884,564
n01750167,death adder,514,127
n01750437,tiger snake,527,269
n01750743,Australian blacksnake,290,69
n01751036,krait,573,188
n01751215,banded krait,333,63
n01751472,taipan,782,213
n01751748,sea snake,1108,735
n01752165,viper,1351,1308
n01752585,adder,1236,777
n01752736,asp,1110,241
n01753032,puff adder,1015,344
n01753180,gaboon viper,644,317
n01753488,horned viper,933,356
n01753959,pit viper,795,532
n01754370,copperhead,1162,802
n01754533,water moccasin,1185,751
n01754876,rattlesnake,1304,1152
n01755581,diamondback,1207,780
n01755740,timber rattlesnake,1135,722
n01755952,canebrake rattlesnake,328,80
n01756089,prairie rattlesnake,1402,946
n01756291,sidewinder,1186,381
n01756508,Western diamondback,1241,802
n01756733,rock rattlesnake,995,460
n01756916,tiger rattlesnake,340,182
n01757115,Mojave rattlesnake,984,413
n01757343,speckled rattlesnake,1073,366
n01757677,massasauga,958,289
n01757901,ground rattler,1075,220
n01758141,fer-de-lance,509,215
n01758757,carcase,605,391
n01758895,carrion,203,103
n01767661,arthropod,470,355
n01768244,trilobite,1353,1012
n01769347,arachnid,1261,1251
n01770081,harvestman,1040,764
n01770393,scorpion,1197,906
n01770795,false scorpion,636,220
n01771100,book scorpion,121,24
n01771417,whip-scorpion,646,364
n01771766,vinegarroon,191,24
n01772222,spider,1249,1189
n01772664,orb-weaving spider,1096,314
n01773157,black and gold garden spider,1029,754
n01773549,barn spider,743,404
n01773797,garden spider,1372,1340
n01774097,comb-footed spider,280,69
n01774384,black widow,1272,1052
n01774750,tarantula,1597,1410
n01775062,wolf spider,1413,1376
n01775370,European wolf spider,1415,1322
n01775730,trap-door spider,238,51
n01776192,acarine,20,3
n01776313,tick,1066,575
n01776705,hard tick,243,9
n01777304,Ixodes dammini,749,128
n01777467,Ixodes neotomae,18,0
n01777649,Ixodes pacificus,136,2
n01777909,Ixodes scapularis,332,13
n01778217,sheep-tick,685,74
n01778487,Ixodes persulcatus,99,4
n01778621,Ixodes dentatus,4,0
n01778801,Ixodes spinipalpis,6,0
n01779148,wood tick,866,161
n01779463,soft tick,54,7
n01779629,mite,978,555
n01779939,web-spinning mite,5,2
n01780142,acarid,32,11
n01780426,trombidiid,9,0
n01780696,trombiculid,6,1
n01781071,harvest mite,2,0
n01781570,acarus,128,15
n01781698,itch mite,1,0
n01781875,rust mite,10,0
n01782209,spider mite,597,405
n01782516,red spider,528,289
n01783017,myriapod,298,180
n01783706,garden centipede,289,72
n01784293,tardigrade,130,7
n01784675,centipede,1332,1148
n01785667,house centipede,1031,615
n01786646,millipede,1477,1454
n01787006,sea spider,319,158
n01787191,Merostomata,120,12
n01787835,horseshoe crab,1586,1558
n01788291,Asian horseshoe crab,119,12
n01788579,eurypterid,260,24
n01788864,tongue worm,3,0
n01789386,gallinaceous bird,144,18
n01789740,domestic fowl,1087,930
n01790171,Dorking,84,25
n01790304,Plymouth Rock,432,220
n01790398,Cornish,185,7
n01790557,Rock Cornish,66,25
n01790711,game fowl,708,145
n01790812,cochin,337,95
n01791107,jungle fowl,1065,692
n01791314,jungle cock,51,5
n01791388,jungle hen,192,30
n01791463,red jungle fowl,1125,554
n01791625,chicken,1210,1160
n01791954,bantam,1122,680
n01792042,chick,1153,968
n01792158,cock,1533,1523
n01792429,cockerel,1269,1001
n01792530,capon,47,5
n01792640,hen,1303,1270
n01792808,cackler,1,0
n01792955,brood hen,1107,525
n01793085,mother hen,456,351
n01793159,layer,277,122
n01793249,pullet,1126,716
n01793340,spring chicken,154,151
n01793435,Rhode Island red,1079,707
n01793565,Dominique,3,3
n01793715,Orpington,1181,739
n01794158,turkey,1065,836
n01794344,turkey cock,1199,925
n01794651,ocellated turkey,519,259
n01795088,grouse,1153,942
n01795545,black grouse,691,138
n01795735,European black grouse,588,145
n01795900,Asian black grouse,5,0
n01796019,blackcock,111,33
n01796105,greyhen,241,38
n01796340,ptarmigan,1074,831
n01796519,red grouse,631,228
n01796729,moorhen,1278,1205
n01797020,capercaillie,1136,366
n01797307,spruce grouse,1074,567
n01797601,sage grouse,916,298
n01797886,ruffed grouse,1238,910
n01798168,sharp-tailed grouse,704,192
n01798484,prairie chicken,854,384
n01798706,greater prairie chicken,604,183
n01798839,lesser prairie chicken,507,179
n01798979,heath hen,301,99
n01799302,guan,400,201
n01799679,curassow,448,212
n01800195,piping guan,148,50
n01800424,chachalaca,702,390
n01800633,Texas chachalaca,160,55
n01801088,megapode,2,1
n01801479,mallee fowl,119,30
n01801672,mallee hen,6,0
n01801876,brush turkey,843,526
n01802159,maleo,62,26
n01802721,phasianid,7,0
n01803078,pheasant,1469,1368
n01803362,ring-necked pheasant,1336,989
n01803641,afropavo,127,42
n01803893,argus,297,159
n01804163,golden pheasant,1292,1062
n01804478,bobwhite,1171,648
n01804653,northern bobwhite,864,308
n01804921,Old World quail,135,7
n01805070,migratory quail,494,78
n01805321,monal,378,204
n01805801,peafowl,1163,1072
n01806061,peachick,47,29
n01806143,peacock,1501,1426
n01806297,peahen,1327,1245
n01806364,blue peafowl,1425,1341
n01806467,green peafowl,1018,592
n01806567,quail,1263,1154
n01806847,California quail,1184,886
n01807105,tragopan,842,355
n01807496,partridge,851,504
n01807828,Hungarian partridge,1112,436
n01808140,red-legged partridge,1214,641
n01808291,Greek partridge,366,98
n01808596,mountain quail,240,74
n01809106,guinea fowl,1177,893
n01809371,guinea hen,645,455
n01809752,hoatzin,619,280
n01810268,tinamou,1077,643
n01810700,columbiform bird,45,8
n01811243,dodo,314,201
n01811909,pigeon,1273,1255
n01812187,pouter pigeon,245,54
n01812337,dove,1481,1382
n01812662,rock dove,1095,702
n01812866,band-tailed pigeon,715,302
n01813088,wood pigeon,1327,927
n01813385,turtledove,1254,606
n01813532,Streptopelia turtur,1032,426
n01813658,ringdove,379,87
n01813948,Australian turtledove,1151,594
n01814217,mourning dove,1621,1590
n01814370,domestic pigeon,600,225
n01814549,squab,269,139
n01814620,fairy swallow,117,23
n01814755,roller,914,290
n01814921,homing pigeon,1123,724
n01815036,carrier pigeon,398,64
n01815270,passenger pigeon,46,13
n01815601,sandgrouse,993,337
n01816017,painted sandgrouse,49,10
n01816140,pin-tailed sandgrouse,35,5
n01816474,pallas's sandgrouse,45,7
n01816887,parrot,1149,996
n01817263,popinjay,1143,968
n01817346,poll,1246,776
n01817953,African grey,1170,1006
n01818299,amazon,1310,1244
n01818515,macaw,1530,1363
n01818832,kea,1192,873
n01819115,cockatoo,1363,1306
n01819313,sulphur-crested cockatoo,1380,1326
n01819465,pink cockatoo,851,430
n01819734,cockateel,1302,1264
n01820052,lovebird,1233,1045
n01820348,lory,1051,701
n01820546,lorikeet,1522,1497
n01820801,varied Lorikeet,238,28
n01821076,rainbow lorikeet,1407,1348
n01821203,parakeet,1159,777
n01821554,Carolina parakeet,200,45
n01821869,budgerigar,1119,958
